Codigo;Mes;Demanda_Unid
CJBAME-00105;2022-06-01;93,0
CJBAME-00105;2023-04-01;43,0
CJBAME-00106;2024-08-01;90,0
CJBAME-00108;2021-05-01;0,0
CJBAME-00108;2023-10-01;88,0
CJBAME-00108;2024-03-01;20,0
CJBAME-00108;2024-06-01;13,0
CJBAME-00109;2025-03-01;0,0
CJBAME-00111;2023-01-01;46,0
CJBAME-00112;2020-09-01;0,0
CJBAME-00112;2021-04-01;44,0
CJBAME-00115;2023-05-01;55,0
CJBAME-00115;2024-05-01;0,0
CJBAME-00115;2024-12-01;0,0
CJBAME-00115;2025-01-01;26,0
CJBAME-00117;2021-02-01;20,0
CJBAME-00117;2023-03-01;4,0
CJBAME-00118;2023-05-01;6,0
CJBAME-00120;2022-07-01;51,0
CJBAME-00120;2023-10-01;4,0
CJBAME-00121;2023-06-01;36,0
CJBAME-00121;2025-05-01;0,0
CJBAME-00121;2025-11-01;100,0
CJBAME-00121;2025-12-01;0,0
CJBAME-00122;2021-07-01;8,0
CJBAME-00122;2025-03-01;85,0
CJBAME-00123;2022-08-01;83,0
CJBAME-00123;2025-04-01;27,0
CJBAME-00125;2022-04-01;69,0
CJBAME-00129;2022-11-01;0,0
CJBAME-00129;2023-12-01;48,0
CJBAME-00131;2020-01-01;75,0
CJBAME-00131;2024-10-01;0,0
CJBAME-00132;2022-01-01;59,0
CJBAME-00132;2022-06-01;47,0
CJBAME-00133;2024-10-01;43,0
CJBAME-00134;2020-10-01;35,0
CJBAME-00134;2023-04-01;33,0
CJBAME-00136;2021-12-01;0,0
CJBAME-00136;2024-07-01;93,0
CJBAME-00138;2021-11-01;19,0
CJBAME-00138;2023-01-01;15,0
CJBAME-00138;2023-09-01;84,0
CJBAME-00139;2022-01-01;0,0
CJBAME-00139;2022-03-01;92,0
CJBAME-00139;2022-07-01;0,0
CJBAME-00139;2023-12-01;65,0
CJBAME-00140;2025-06-01;29,0
CJBAME-00142;2020-12-01;15,0
CJBAME-00143;2022-08-01;85,0
CJBAME-00143;2023-05-01;91,0
CJBAME-00144;2025-04-01;88,0
CJBAME-00145;2020-06-01;67,0
CJBAME-00145;2021-05-01;99,0
CJBAME-00146;2024-01-01;19,0
CJBAME-00147;2024-12-01;0,0
CJBAME-00147;2025-09-01;18,0
CJBAME-00148;2021-03-01;5,0
CJBAME-00148;2025-04-01;72,0
CJBAME-00149;2020-11-01;79,0
CJBAME-00149;2024-06-01;10,0
CJBAME-00149;2025-12-01;25,0
CJBAME-00150;2024-10-01;82,0
CJBAME-00150;2025-06-01;24,0
CJBAME-00151;2023-06-01;71,0
CJBAME-00152;2020-05-01;0,0
CJBAME-00152;2021-11-01;45,0
CJBAME-00153;2024-07-01;0,0
CJBAME-00154;2021-04-01;30,0
CJBAME-00154;2022-07-01;81,0
CJBAME-00155;2021-06-01;7,0
CJBAME-00155;2025-07-01;56,0
CJBAME-00156;2023-05-01;76,0
CJBAME-00156;2023-07-01;0,0
CJBAME-00157;2020-11-01;94,0
CJBAME-00158;2025-09-01;100,0
CJBAME-00159;2023-07-01;0,0
CJBAME-00161;2022-10-01;50,0
CJBAME-00162;2021-07-01;66,0
CJBAME-00162;2022-05-01;97,0
CJBAME-00162;2022-08-01;35,0
CJBAME-00162;2023-04-01;97,0
CJBAME-00163;2022-09-01;28,0
CJBAME-00163;2025-08-01;58,0
CJBAME-00165;2023-09-01;0,0
CJBAME-00166;2021-10-01;93,0
CJBAME-00166;2022-08-01;0,0
CJBAME-00166;2024-01-01;34,0
CJBAME-00167;2020-03-01;0,0
CJBAME-00168;2020-09-01;43,0
CJBAME-00169;2020-05-01;24,0
CLV-00001;2024-07-01;54,0
CLV-00001;2025-11-01;0,0
CMT-00001;2024-12-01;59,0
COC-00001;2022-01-01;71,0
COC-00002;2022-07-01;0,0
COC-00002;2023-06-01;32,0
COC-00002;2024-08-01;83,0
COC-00002;2025-05-01;0,0
COC-00002;2025-11-01;0,0
COC-00003;2020-07-01;0,0
COC-00004;2025-09-01;11,0
COC-00007;2020-06-01;13,0
COC-00007;2021-08-01;0,0
COC-00008;2021-08-01;17,0
COC-00010;2023-03-01;70,0
COC-00010;2023-08-01;39,0
COC-00010;2024-01-01;95,0
COC-00011;2021-01-01;35,0
COC-00011;2023-06-01;67,0
COC-00012;2024-06-01;0,0
COC-00013;2023-02-01;60,0
COC-00014;2025-03-01;7,0
COC-00014;2025-11-01;69,0
COC-00015;2020-02-01;51,0
COC-00016;2020-12-01;0,0
COC-00017;2020-02-01;0,0
COC-00017;2021-01-01;36,0
COC-00019;2020-06-01;2,0
COC-00019;2024-08-01;76,0
COC-00020;2025-03-01;0,0
COC-00021;2023-07-01;69,0
COC-00021;2023-08-01;67,0
COC-00022;2020-06-01;0,0
COC-00022;2022-02-01;67,0
COC-00023;2023-12-01;79,0
COC-00024;2021-09-01;46,0
COC-00025;2024-08-01;29,0
COC-00025;2025-07-01;95,0
COC-00026;2020-01-01;95,0
COC-00027;2024-06-01;85,0
COC-00029;2020-06-01;34,0
COC-00029;2021-04-01;54,0
COC-00029;2023-11-01;0,0
COC-00030;2021-03-01;49,0
COC-00030;2023-06-01;0,0
COC-00031;2024-10-01;23,0
COCSIM-00002;2021-02-01;40,0
COCSIM-00002;2021-07-01;60,0
COCSIM-00002;2025-04-01;56,0
COCSIM-00002;2025-08-01;0,0
COD-00001;2023-11-01;0,0
COD-00001;2025-07-01;47,0
COLG-00002;2024-11-01;0,0
COLG-00003;2022-02-01;15,0
COLG-00003;2023-08-01;27,0
COLG-00003;2024-08-01;0,0
COLG-00005;2022-04-01;54,0
COLG-00005;2025-07-01;9,0
COLG-00006;2021-02-01;79,0
COLG-00006;2021-05-01;38,0
COLG-00006;2023-04-01;28,0
COLG-00008;2021-09-01;17,0
COLG-00009;2023-02-01;82,0
COLG-00009;2023-03-01;11,0
COLG-00009;2024-02-01;68,0
COLG-00009;2025-04-01;37,0
CP-00001;2022-08-01;0,0
CP-00002;2020-01-01;45,0
CP-00002;2025-09-01;82,0
CP-00003;2020-10-01;96,0
CP-00003;2023-01-01;13,0
CP-00003;2023-04-01;72,0
CP-00003;2023-08-01;0,0
CP-00003;2025-03-01;40,0
CP-00004;2023-05-01;19,0
CP-00004;2023-10-01;16,0
CP-00004;2025-04-01;41,0
CP-00005;2025-07-01;49,0
CP-00006;2025-12-01;77,0
CP-00007;2023-03-01;72,0
CP-00008;2020-06-01;39,0
CP-00009;2023-03-01;28,0
CP-00011;2024-04-01;84,0
CP-00013;2025-05-01;47,0
CP-00015;2020-03-01;85,0
CP-00015;2021-09-01;32,0
CP-00015;2022-07-01;0,0
CP-00015;2023-01-01;0,0
CP-00015;2023-03-01;50,0
CP-00015;2024-03-01;0,0
CP-00015;2025-08-01;0,0
CP-00017;2022-11-01;0,0
CP-00017;2024-04-01;97,0
CP-00017;2025-03-01;8,0
CP-00019;2024-01-01;0,0
CP-00020;2021-06-01;0,0
CP-00020;2022-06-01;0,0
CP-00020;2023-01-01;58,0
CP-00020;2023-09-01;77,0
CP-00021;2020-08-01;40,0
CP-00021;2024-07-01;0,0
CP-00023;2024-02-01;90,0
CP-00024;2024-04-01;0,0
CP-00025;2020-03-01;97,0
CP-00026;2022-07-01;0,0
CP-00026;2023-07-01;0,0
CP-00027;2020-04-01;39,0
CP-00027;2025-07-01;44,0
CP-00028;2021-02-01;0,0
CP-00028;2022-01-01;38,0
CP-00028;2022-02-01;60,0
CP-00030;2024-01-01;56,0
CP-00031;2021-04-01;0,0
CP-00032;2024-09-01;61,0
CP-00033;2020-04-01;13,0
CP-00035;2022-02-01;45,0
CP-00038;2021-01-01;69,0
CP-00038;2023-01-01;59,0
CP-00038;2025-02-01;47,0
CP-00038;2025-09-01;62,0
CP-00039;2022-06-01;96,0
CP-00039;2024-11-01;87,0
CP-00041;2020-10-01;0,0
CP-00041;2021-12-01;27,0
CP-00041;2022-03-01;0,0
CP-00042;2020-02-01;80,0
CP-00042;2022-09-01;0,0
CP-00042;2024-11-01;31,0
CP-00043;2020-04-01;72,0
CP-00043;2023-08-01;76,0
CP-00045;2021-03-01;76,0
CP-00045;2021-11-01;21,0
CP-00045;2022-01-01;0,0
CP-00045;2022-07-01;0,0
CP-00045;2024-08-01;0,0
CP-00046;2021-03-01;69,0
CP-00046;2022-03-01;77,0
CP-00046;2025-07-01;69,0
CP-00048;2020-08-01;0,0
CP-00049;2025-07-01;0,0
CP-00050;2021-02-01;0,0
CP-00051;2025-01-01;64,0
CP-00052;2022-03-01;0,0
CP-00052;2024-09-01;51,0
CP-00052;2025-01-01;0,0
CP-00053;2024-04-01;0,0
CP-00054;2024-11-01;37,0
CP-00054;2025-05-01;0,0
CP-00055;2024-05-01;2,0
CP-00057;2025-01-01;16,0
CP-00057;2025-09-01;95,0
CP-00059;2023-06-01;57,0
CP-00059;2025-02-01;73,0
CP-00060;2020-06-01;31,0
CP-00060;2022-08-01;41,0
CP-00060;2023-12-01;76,0
CP-00061;2020-04-01;82,0
CP-00061;2021-11-01;29,0
CP-00061;2023-07-01;34,0
CP-00061;2023-09-01;56,0
CP-00061;2025-02-01;96,0
CP-00062;2021-10-01;74,0
CP-00062;2023-10-01;0,0
CP-00064;2020-11-01;14,0
CP-00064;2022-05-01;15,0
CP-00065;2021-06-01;20,0
CP-00065;2021-10-01;20,0
CP-00066;2020-05-01;73,0
CP-00068;2025-10-01;0,0
CP-00072;2021-07-01;0,0
CP-00072;2021-10-01;64,0
CP-00072;2023-07-01;0,0
CP-00072;2025-11-01;31,0
CP-00074;2022-09-01;34,0
CP-00075;2020-01-01;21,0
CP-00075;2020-11-01;73,0
CP-00076;2020-04-01;96,0
CP-00076;2024-06-01;47,0
CP-00080;2022-04-01;46,0
CP-00080;2025-09-01;78,0
CP-00080;2025-10-01;96,0
CP-00083;2024-01-01;2,0
CP-00083;2024-07-01;0,0
CP-00085;2020-01-01;83,0
CP-00085;2025-06-01;10,0
CP-00088;2021-08-01;0,0
CP-00089;2021-07-01;0,0
CP-00089;2022-06-01;27,0
CP-00089;2024-11-01;18,0
CP-00089;2025-02-01;52,0
CP-00092;2025-07-01;0,0
CP-00094;2020-03-01;99,0
CP-00094;2023-04-01;47,0
CP-00096;2020-04-01;54,0
CP-00096;2020-12-01;0,0
CP-00098;2022-12-01;28,0
CP-00098;2025-11-01;0,0
CP-00099;2022-08-01;0,0
CP-00099;2024-09-01;0,0
CP-00103;2022-02-01;67,0
CP-00104;2020-11-01;50,0
CP-00104;2024-08-01;89,0
CP-00105;2023-02-01;17,0
CP-00106;2025-07-01;33,0
CPA-00001;2020-06-01;17,0
CPA-00002;2024-10-01;0,0
CPAU-00001;2022-03-01;0,0
CPE-00001;2024-10-01;54,0
CPE-00002;2020-06-01;100,0
CPE-00003;2021-05-01;36,0
CPE-00003;2021-11-01;64,0
CPE-00003;2024-06-01;0,0
CPE-00003;2024-07-01;9,0
CPE-00004;2022-07-01;40,0
CPE-00004;2025-06-01;72,0
CPE-00006;2023-12-01;27,0
CPE-00007;2024-09-01;21,0
CPE-00009;2020-04-01;55,0
CPE-00009;2020-05-01;21,0
CPE-00009;2025-04-01;65,0
CPE-00011;2022-03-01;85,0
CPE-00011;2022-12-01;65,0
CPE-00012;2022-10-01;33,0
CPE-00015;2022-10-01;70,0
CPE-00016;2024-12-01;71,0
CPE-00016;2025-07-01;48,0
CPE-00017;2020-03-01;44,0
CPE-00017;2022-03-01;76,0
CPE-00017;2024-01-01;0,0
CPE-00017;2024-08-01;59,0
CPE-00018;2022-06-01;0,0
CPE-00020;2023-02-01;46,0
CPE-00020;2024-05-01;14,0
CPE-00021;2020-10-01;74,0
CPE-00022;2023-11-01;20,0
CPE-00023;2020-10-01;37,0
CPE-00026;2022-08-01;0,0
CPE-00026;2025-05-01;36,0
CPE-00027;2022-05-01;78,0
CPE-00027;2025-05-01;0,0
CPE-00028;2024-04-01;0,0
CPE-00029;2021-10-01;75,0
CPE-00029;2022-10-01;6,0
CPE-00029;2025-04-01;34,0
CPE-00031;2020-04-01;30,0
CPE-00031;2023-02-01;24,0
CPE-00031;2024-08-01;0,0
CPE-00031;2025-03-01;0,0
CPE-00032;2023-10-01;64,0
CPE-00033;2021-01-01;0,0
CPE-00033;2025-05-01;50,0
CPE-00035;2022-09-01;12,0
CPE-00035;2023-05-01;68,0
CPE-00036;2020-08-01;52,0
CPE-00036;2021-06-01;0,0
CPE-00036;2025-08-01;63,0
CPE-00037;2023-12-01;0,0
CPE-00037;2025-12-01;96,0
CPE-00038;2021-04-01;60,0
CPE-00041;2020-07-01;16,0
CPE-00041;2024-11-01;0,0
CPE-00041;2025-04-01;0,0
CPE-00043;2020-12-01;20,0
CPE-00043;2023-04-01;79,0
CPE-00043;2023-08-01;0,0
CPE-00044;2022-07-01;42,0
CPE-00045;2020-10-01;89,0
CPE-00045;2023-01-01;48,0
CPE-00046;2021-07-01;80,0
CPE-00046;2023-06-01;0,0
CPE-00046;2024-08-01;61,0
CPE-00047;2022-03-01;18,0
CPE-00047;2025-02-01;52,0
CPE-00048;2022-08-01;75,0
CPE-00048;2025-02-01;0,0
CPE-00050;2020-03-01;0,0
CPE-00051;2022-08-01;40,0
CPE-00051;2023-12-01;81,0
CPE-00051;2024-01-01;2,0
CPE-00052;2022-03-01;54,0
CPE-00052;2025-05-01;19,0
CPE-00052;2025-08-01;14,0
CPE-00054;2022-11-01;0,0
CPE-00055;2020-05-01;0,0
CPE-00055;2025-05-01;57,0
CPE-00055;2025-08-01;64,0
CPE-00056;2024-10-01;56,0
CPE-00057;2020-01-01;0,0
CPE-00057;2022-05-01;0,0
CPE-00057;2023-05-01;90,0
CPE-00059;2020-07-01;11,0
CPE-00059;2023-12-01;70,0
CPE-00060;2021-04-01;6,0
CPE-00060;2023-05-01;57,0
CPE-00061;2022-12-01;14,0
CPE-00061;2024-04-01;23,0
CPE-00061;2024-12-01;69,0
CPE-00062;2023-11-01;72,0
CPE-00063;2022-07-01;86,0
CPE-00065;2020-01-01;54,0
CPE-00065;2022-06-01;36,0
CPE-00065;2025-12-01;58,0
CPE-00066;2025-09-01;72,0
CPE-000683;2022-05-01;0,0
CPE-000683;2022-11-01;32,0
CPE-000683;2023-02-01;0,0
CPE-000683;2025-06-01;24,0
CPE-00069;2024-10-01;26,0
CPE-00069;2025-02-01;19,0
CPE-00070;2020-03-01;66,0
CPE-00070;2023-06-01;59,0
CPE-00070;2023-07-01;86,0
CPE-00071;2023-03-01;0,0
CPE-000736;2023-05-01;82,0
CPE-000736;2024-06-01;47,0
CPE-00074;2021-02-01;35,0
CPE-00074;2022-11-01;18,0
CPE-00074;2023-11-01;90,0
CPE-00075;2020-12-01;67,0
CPE-00075;2025-02-01;79,0
CPE-00076;2021-06-01;0,0
CPE-00076;2021-07-01;47,0
CPE-00078;2020-04-01;22,0
CPE-00082;2023-04-01;69,0
CPE-00083;2021-07-01;75,0
CPE-00083;2024-02-01;19,0
CPE-00084;2021-12-01;42,0
CPE-00084;2023-11-01;69,0
CPE-00084;2025-07-01;0,0
CPE-00085;2025-12-01;0,0
CPE-00086;2023-03-01;76,0
CPE-00087;2021-08-01;19,0
CPE-00087;2024-04-01;0,0
CPE-00088;2023-01-01;79,0
CPE-00089;2020-02-01;0,0
CPE-00089;2021-05-01;57,0
CPE-00089;2023-01-01;8,0
CPE-00089;2024-04-01;58,0
CPE-00091;2022-11-01;24,0
CPE-00091;2023-12-01;0,0
CPE-00092;2022-08-01;53,0
CPE-00092;2024-03-01;53,0
CPE-00093;2020-05-01;64,0
CPE-00093;2022-11-01;34,0
CPE-00093;2024-09-01;42,0
CPE-00093;2025-09-01;84,0
CPE-00094;2020-09-01;99,0
CPE-00094;2023-12-01;18,0
CPE-00095;2025-02-01;24,0
CPE-00096;2020-08-01;14,0
CPE-00096;2022-11-01;59,0
CPE-00096;2024-06-01;75,0
CPE-00097;2020-07-01;41,0
CPE-00097;2022-12-01;58,0
CPE-00098;2021-03-01;22,0
CPE-00100;2020-05-01;44,0
CPE-00100;2022-09-01;96,0
CPE-00101;2024-02-01;31,0
CPE-00103;2020-08-01;0,0
CPE-00103;2021-03-01;0,0
CPE-00103;2025-06-01;0,0
CPE-00104;2021-10-01;7,0
CPE-00104;2022-05-01;19,0
CPE-00104;2022-10-01;30,0
CPE-00104;2025-06-01;81,0
CPE-00106;2020-09-01;0,0
CPE-00106;2023-12-01;0,0
CPE-00107;2021-10-01;98,0
CPE-00107;2025-11-01;40,0
CPE-00109;2021-04-01;38,0
CPE-00111;2021-04-01;56,0
CPE-00111;2022-11-01;0,0
CPE-00111;2025-06-01;64,0
CPE-00112;2023-01-01;61,0
CPE-00113;2020-12-01;85,0
CPE-00114;2020-06-01;47,0
CPE-00114;2021-05-01;16,0
CPE-00115;2024-04-01;15,0
CPE-00115;2025-10-01;63,0
CPE-00117;2020-07-01;13,0
CPE-00117;2022-04-01;86,0
CPE-00119;2022-09-01;64,0
CPE-00119;2023-11-01;67,0
CPE-00120;2022-02-01;50,0
CPE-00121;2022-01-01;0,0
CPE-00121;2022-08-01;0,0
CPE-00122;2021-01-01;52,0
CPE-00122;2023-04-01;7,0
CPE-00122;2024-08-01;36,0
CPE-00123;2020-06-01;31,0
CPE-00123;2021-10-01;14,0
CPE-00123;2025-12-01;52,0
CPE-00124;2020-01-01;0,0
CPE-00124;2020-11-01;62,0
CPE-00124;2021-05-01;0,0
CPE-00125;2020-10-01;0,0
CPE-00125;2024-04-01;94,0
CPE-00125;2024-05-01;15,0
CPE-00126;2020-04-01;0,0
CPE-00126;2021-03-01;9,0
CPE-00127;2020-06-01;36,0
CPE-00128;2024-08-01;0,0
CPE-00129;2025-09-01;96,0
CPE-00130;2024-12-01;78,0
CPE-00131;2021-02-01;21,0
CPE-00132;2024-05-01;0,0
CPE-00133;2025-06-01;9,0
CPE-00134;2021-06-01;4,0
CPE-00134;2025-02-01;92,0
CPE-00135;2021-01-01;69,0
CPE-00138;2022-02-01;0,0
CPE-00139;2022-05-01;24,0
CPE-00140;2024-08-01;88,0
CPE-00141;2025-09-01;31,0
CPE-00142;2020-04-01;4,0
CPE-00143;2021-09-01;0,0
CPE-00143;2025-08-01;59,0
CPE-00144;2020-07-01;86,0
CPE-00144;2021-05-01;26,0
CPE-00145;2024-08-01;80,0
CPE-00147;2022-07-01;43,0
CPE-00147;2024-01-01;47,0
CPE-00148;2021-03-01;0,0
CPE-00149;2022-11-01;81,0
CPE-00149;2023-04-01;64,0
CPE-00149;2024-01-01;47,0
CPE-00149;2024-04-01;29,0
CPE-00150;2020-11-01;15,0
CPE-00150;2022-04-01;0,0
CPE-00150;2022-09-01;0,0
CPE-00150;2023-01-01;58,0
CPE-00153;2020-12-01;96,0
CPE-00153;2024-09-01;80,0
CPE-00154;2021-09-01;19,0
CPE-00154;2025-01-01;0,0
CPE-00155;2020-03-01;55,0
CPE-00155;2021-01-01;0,0
CPE-00156;2020-01-01;29,0
CPE-00156;2025-09-01;43,0
CPE-00157;2021-03-01;47,0
CPE-00157;2023-08-01;28,0
CPE-00158;2021-09-01;62,0
CPE-00159;2021-05-01;60,0
CPE-00159;2024-09-01;83,0
CPE-00160;2022-08-01;0,0
CPE-00161;2025-02-01;66,0
CPE-00161;2025-10-01;0,0
CPE-00162;2020-06-01;82,0
CPE-00162;2020-07-01;27,0
CPE-00162;2023-09-01;0,0
CPE-00162;2025-05-01;9,0
CPE-00163;2022-09-01;92,0
CPE-00166;2020-09-01;69,0
CPE-00166;2022-11-01;23,0
CPE-00168;2020-08-01;51,0
CPE-00168;2023-08-01;33,0
CPE-00168;2024-12-01;54,0
CPE-00170;2024-09-01;17,0
CPE-00172;2024-09-01;94,0
CPE-00172;2025-05-01;0,0
CPE-00172;2025-07-01;0,0
CPE-00174;2022-01-01;39,0
CPE-00174;2023-01-01;32,0
CPE-00175;2021-07-01;0,0
CPE-00175;2021-09-01;0,0
CPE-00175;2022-02-01;46,0
CPE-00177;2023-05-01;84,0
CPE-00178;2020-09-01;66,0
CPE-00178;2020-10-01;27,0
CPE-00178;2021-10-01;0,0
CPE-00178;2024-01-01;76,0
CPE-00179;2022-05-01;73,0
CPE-00179;2023-10-01;61,0
CPE-00179;2025-01-01;0,0
CPE-00180;2021-06-01;97,0
CPE-00181;2021-09-01;49,0
CPE-00181;2025-07-01;0,0
CPE-00182;2022-03-01;46,0
CPE-00182;2023-01-01;0,0
CPE-00182;2025-05-01;0,0
CPE-00183;2020-03-01;77,0
CPE-00183;2020-07-01;70,0
CPE-00183;2021-04-01;75,0
CPE-00183;2022-04-01;2,0
CPE-00183;2023-07-01;0,0
CPE-00184;2025-10-01;40,0
CPE-00186;2020-09-01;30,0
CPE-00186;2021-02-01;51,0
CPE-00186;2025-08-01;62,0
CPE-00187;2020-07-01;0,0
CPE-00188;2022-04-01;79,0
CPE-00188;2022-09-01;65,0
CPE-00188;2024-02-01;0,0
CPE-00188;2025-08-01;23,0
CPE-00189;2024-02-01;65,0
CPE-00190;2020-10-01;41,0
CPE-00190;2022-04-01;61,0
CPE-00190;2022-09-01;0,0
CPE-00194;2020-03-01;0,0
CPE-00195;2022-08-01;100,0
CPE-00195;2025-07-01;62,0
CPE-00198;2021-07-01;0,0
CPE-00198;2025-12-01;58,0
CPE-00199;2024-08-01;90,0
CPE-00200;2020-02-01;0,0
CPE-00200;2020-05-01;38,0
CPE-00200;2021-02-01;83,0
CPE-00200;2022-10-01;0,0
CPE-00201;2021-09-01;82,0
CPE-00201;2024-03-01;44,0
CPE-00202;2023-07-01;0,0
CPE-00203;2021-10-01;0,0
CPE-00204;2023-12-01;0,0
CPE-00207;2024-09-01;90,0
CPE-00208;2020-01-01;75,0
CPE-00208;2020-02-01;83,0
CPE-00208;2023-06-01;47,0
CPE-00209;2021-05-01;97,0
CPE-00210;2021-07-01;43,0
CPE-00211;2023-08-01;47,0
CPE-00212;2023-01-01;22,0
CPE-00215;2021-01-01;0,0
CPE-00215;2022-04-01;88,0
CPE-00215;2024-10-01;34,0
CPE-00216;2021-06-01;94,0
CPE-00216;2022-02-01;0,0
CPE-00216;2025-12-01;45,0
CPE-00217;2023-06-01;93,0
CPE-00218;2023-09-01;83,0
CPE-00219;2024-07-01;67,0
CPE-00220;2024-10-01;59,0
CPE-00221;2021-07-01;72,0
CPE-00222;2024-01-01;32,0
CPE-00224;2024-07-01;65,0
CPE-00224;2024-12-01;14,0
CPE-00224;2025-08-01;39,0
CPE-00225;2024-06-01;31,0
CPE-00226;2024-04-01;0,0
CPE-00226;2024-07-01;61,0
CPE-00227;2020-08-01;65,0
CPE-00228;2024-07-01;15,0
CPE-00229;2020-04-01;86,0
CPE-00231;2020-08-01;78,0
CPE-00234;2024-03-01;72,0
CPE-00235;2020-11-01;0,0
CPE-00235;2021-09-01;2,0
CPE-00235;2024-03-01;99,0
CPE-00235;2024-10-01;30,0
CPE-00236;2022-08-01;86,0
CPE-00237;2021-10-01;0,0
CPE-00238;2021-01-01;66,0
CPE-00239;2020-06-01;0,0
CPE-00239;2024-09-01;58,0
CPE-00239;2025-01-01;56,0
CPE-00241;2022-04-01;82,0
CPE-00241;2022-11-01;81,0
CPE-00244;2020-05-01;70,0
CPE-00244;2020-09-01;0,0
CPE-00244;2025-02-01;94,0
CPE-00246;2025-09-01;53,0
CPE-00247;2024-11-01;89,0
CPE-00248;2022-06-01;67,0
CPE-00249;2023-10-01;93,0
CPE-00249;2025-09-01;65,0
CPE-00250;2020-12-01;100,0
CPE-00250;2024-02-01;40,0
CPE-00253;2020-07-01;26,0
CPE-00253;2021-11-01;0,0
CPE-00253;2024-11-01;94,0
CPE-00255;2024-04-01;58,0
CPE-00255;2024-05-01;63,0
CPE-00256;2023-04-01;79,0
CPE-00257;2025-08-01;100,0
CPE-00259;2021-01-01;0,0
CPE-00260;2023-10-01;66,0
CPE-00260;2024-12-01;97,0
CPE-00261;2022-02-01;71,0
CPE-00261;2022-04-01;0,0
CPE-00261;2025-01-01;0,0
CPE-00262;2021-09-01;0,0
CPE-00264;2021-02-01;82,0
CPE-00264;2024-08-01;43,0
CPE-00264;2024-11-01;73,0
CPE-00264;2025-11-01;68,0
CPE-00266;2022-02-01;28,0
CPE-00266;2023-11-01;0,0
CPE-00268;2020-07-01;42,0
CPE-00269;2020-04-01;30,0
CPE-00270;2025-04-01;0,0
CPE-00271;2024-05-01;20,0
CPE-00272;2020-03-01;0,0
CPE-00272;2020-12-01;61,0
CPE-00272;2022-04-01;97,0
CPE-00272;2023-06-01;50,0
CPE-00273;2021-05-01;4,0
CPE-00273;2023-10-01;35,0
CPE-00274;2021-08-01;2,0
CPE-00275;2025-12-01;74,0
CPE-00276;2022-03-01;0,0
CPE-00276;2022-12-01;93,0
CPE-00277;2021-07-01;46,0
CPE-00278;2024-09-01;2,0
CPE-00280;2022-10-01;148,0
CPE-00281;2020-04-01;50,0
CPE-00281;2022-12-01;0,0
CPE-00283;2024-12-01;82,0
CPE-00285;2023-02-01;83,0
CPE-00285;2024-02-01;16,0
CPE-00286;2022-12-01;50,0
CPE-00287;2024-06-01;68,0
CPE-00287;2025-07-01;0,0
CPE-00289;2021-01-01;12,0
CPE-00289;2022-05-01;10,0
CPE-00290;2020-11-01;7,0
CPE-00290;2022-01-01;0,0
CPE-00290;2022-03-01;35,0
CPE-00291;2020-02-01;0,0
CPE-00291;2022-09-01;0,0
CPE-00293;2023-03-01;64,0
CPE-00294;2021-12-01;86,0
CPE-00295;2022-01-01;97,0
CPE-00295;2022-07-01;25,0
CPE-00297;2025-03-01;88,0
CPE-00298;2021-09-01;82,0
CPE-00298;2024-07-01;7,0
CPE-00299;2025-04-01;47,0
CPE-00300;2020-11-01;48,0
CPE-00301;2020-03-01;41,0
CPE-00301;2020-07-01;99,0
CPE-00301;2024-09-01;34,0
CPE-00302;2024-07-01;3,0
CPE-00302;2025-02-01;40,0
CPE-00303;2020-10-01;41,0
CPE-00303;2021-05-01;32,0
CPE-00305;2022-01-01;78,0
CPE-00305;2022-05-01;0,0
CPE-00305;2024-04-01;19,0
CPE-00306;2022-12-01;93,0
CPE-00306;2023-04-01;58,0
CPE-00307;2022-01-01;63,0
CPE-00308;2021-06-01;82,0
CPE-00308;2023-12-01;95,0
CPE-00308;2025-11-01;40,0
CPE-00309;2021-11-01;15,0
CPE-00309;2025-09-01;69,0
CPE-00310;2024-07-01;86,0
CPE-00310;2024-10-01;0,0
CPE-00311;2020-11-01;0,0
CPE-00311;2023-07-01;53,0
CPE-00312;2023-12-01;13,0
CPE-00312;2024-05-01;81,0
CPE-00314;2021-09-01;0,0
CPE-00314;2023-09-01;98,0
CPE-00316;2024-02-01;0,0
CPE-00318;2023-01-01;98,0
CPE-00318;2024-05-01;65,0
CPE-00318;2025-04-01;79,0
CPE-00319;2020-01-01;77,0
CPE-00319;2021-11-01;20,0
CPE-00319;2024-03-01;63,0
CPE-00321;2023-08-01;28,0
CPE-00322;2021-05-01;76,0
CPE-00326;2021-02-01;0,0
CPE-00326;2024-08-01;35,0
CPE-00327;2024-07-01;0,0
CPE-00328;2021-01-01;0,0
CPE-00328;2023-07-01;76,0
CPE-00329;2021-08-01;25,0
CPE-00329;2022-09-01;31,0
CPE-00329;2024-01-01;17,0
CPE-00329;2024-10-01;66,0
CPE-00331;2024-02-01;17,0
CPE-00333;2020-10-01;0,0
CPE-00333;2025-05-01;49,0
CPE-00334;2024-02-01;9,0
CPE-00334;2025-04-01;27,0
CPE-00335;2024-09-01;49,0
CPE-00336;2024-11-01;45,0
CPE-00337;2020-09-01;24,0
CPE-00340;2020-05-01;73,0
CPE-00340;2022-02-01;37,0
CPE-00340;2023-08-01;43,0
CPE-00341;2021-04-01;10,0
CPE-00342;2023-11-01;0,0
CPE-00342;2024-06-01;19,0
