Codigo;Descripcion;Fecha;Documento;Numero;Bodega;Entrada_unid;Salida_unid;Saldo_unid;Valor_Unitario;Costo_Unitario;precio_base;descuento_pct;valor_total;mes;trimestre
TAB-00015;	TABLERO EMPOTRADO 8 POLOS RIEL (F.G. 0.90);2021-05-16;Guia de remision - R;DOC-72948;Almacen Punto de Venta 2;42;0;42;1606,5611108855326;963,9366665313195;1606,5611108855326;3,713332975438637;67475,56665719236;5;2
CPE-00044;CAJA DE PASE 150X150X75MM (F. G. 1.50).;2021-05-16;Entrada por Compra;DOC-98395;Almacen Punto de Venta 2;0;19;-19;877,2782810514778;526,3669686308867;877,2782810514778;0,7277920473318622;16668,28733997808;5;2
CPEH-00042;CAJA DE PASE 300X300X150MM HERMETICA (F.G. 0.90);2021-05-16;Entrada por Producci;DOC-61617;Almacen Punto de Venta 2;19;0;19;2959,9201077250145;1775,9520646350086;2959,9201077250145;4,121164754663315;56238,48204677527;5;2
GE-00006;GABINETE PARA EMPOTRAR 1100X700X140MM (F.G. 1.50);2021-05-16;Venta Tienda Sin Doc;DOC-84025;Almacen Punto de Ventas 1;0;40;-40;2949,74421027112;1769,846526162672;2949,74421027112;9,874830822773493;117989,76841084482;5;2
CR-00015;CURVA HORIZONTAL 90° 650X100MM (F.G. 1.50);2021-05-16;Guia de remision - R;DOC-68036;Almacen Central;0;44;-44;104,58613646197104;62,75168187718262;104,58613646197104;7,829409559554314;4601,7900043267255;5;2
CCL-00004;CAJA CONDULET TIPO LB 3/4;2021-05-17;Entrada por Compra;DOC-72746;Almacen Central;0;40;-40;4617,611022721008;2770,566613632605;4617,611022721008;1,137567308311802;184704,44090884033;5;2
GA-00063;GABINETE ADOSABLE 600X600X150MM (F.G. 1.50);2021-05-17;Venta Tienda Sin Doc;DOC-79685;Almacen Central;0;9;-9;3032,3017073190335;1819,3810243914202;3032,3017073190335;3,832943912038811;27290,715365871303;5;2
CPEH-00036;CAJA DE PASE 200X300X160MM HERMETICA (F.G. 1.50);2021-05-17;Salida por Consumo;DOC-82029;Almacen Central;0;10;-10;673,1164143452633;403,86984860715796;673,1164143452633;3,516367453053425;6731,164143452633;5;2
TPM-00001;TAPA CON MARCO 250X250MM (F.G 1.50);2021-05-18;Venta Tienda Sin Doc;DOC-38931;Almacen Punto de Ventas 1;13;0;13;3957,1709643763334;2374,3025786258;3957,1709643763334;9,433023314718191;51443,22253689233;5;2
CTF-E-00017;CAJA TELEF. 650X350X150MM CIEGA (F.G. 1.50) C/ CHAPA PUSH;2021-05-18;Venta Tienda Sin Doc;DOC-97825;Almacen Punto de Ventas 1;0;19;-19;340,5783008456596;204,34698050739576;340,5783008456596;1,5349445180961607;6470,987716067532;5;2
CPE-00498;CAJA DE PASE 700X900X300MM (F. G. 1.20);2021-05-18;Entrada por Producci;DOC-90480;Almacen Punto de Venta 2;0;4;-4;456,6890205170132;274,0134123102079;456,6890205170132;8,755346158540904;1826,7560820680528;5;2
TBC-00030;"TUBERIA CONDUIT RGS 20MM/ 3/4"" X 3MTS-UL";2021-05-18;Entrada por Producci;DOC-47278;Almacen Punto de Ventas 1;20;0;20;3700,3803116150084;2220,228186969005;3700,3803116150084;7,072770085437549;74007,60623230017;5;2
CPE-00508;CAJA DE PASE 450X250X150MM (F.G. 1.50);2021-05-18;Entrada por Producci;DOC-69921;Almacen Central;5;0;5;2520,8481081933683;1512,508864916021;2520,8481081933683;7,154437348491182;12604,24054096684;5;2
CERE-007;CAJA RECT 100X60X50MM 1/2 (F.G. 1.00);2021-05-19;Venta Tienda Sin Doc;DOC-17564;Almacen Punto de Ventas 1;0;20;-20;225,9014145251795;135,5408487151077;225,9014145251795;9,754454541144849;4518,02829050359;5;2
CPE-00161;CAJA DE PASE 250X250X100MM CIEGA (F. G. 0.90);2021-05-19;Guia de remision - R;DOC-76052;Almacen Punto de Venta 2;0;50;-50;4670,334202195116;2802,200521317069;4670,334202195116;1,6618983595674663;233516,71010975578;5;2
TPVC-00005;"TUBO DE 3/4""  /20MM SAP MARCA TUBOPLAST";2021-05-19;Salida por Consumo;DOC-46792;Almacen Central;0;7;-7;4138,587414903656;2483,1524489421936;4138,587414903656;8,81463549764012;28970,111904325593;5;2
GA-00027;GABINETE ADOSABLE 370X370X190MM CIEGA (F.G. 0.90);2021-05-19;Entrada por Compra;DOC-90865;Almacen Punto de Ventas 1;0;38;-38;4718,08488114499;2830,8509286869935;4718,08488114499;7,371679695975805;179287,2254835096;5;2
TR-00016;TEE RANURADA 350X100MM (F.G. 1.50);2021-05-19;Guia de remision - R;DOC-77240;Almacen Punto de Venta 2;33;0;33;930,2807533258502;558,1684519955102;930,2807533258502;8,336845997441971;30699,264859753057;5;2
TOR-00010;TORNILLO SPACK 5MMX1 (PARA CAJA OCTAGONALES);2021-05-20;Entrada por Producci;DOC-79981;Almacen Central;0;8;-8;1784,2835995073717;1070,570159704423;1784,2835995073717;5,440156477223724;14274,268796058974;5;2
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);2021-05-20;Entrada por Producci;DOC-98646;Almacen Punto de Venta 2;0;43;-43;1090,611932457462;654,3671594744771;1090,611932457462;0,8409425870489917;46896,31309567086;5;2
CPE-00236;CAJA DE PASE 250X250X125MM CIEGA (F.G. 1.20);2021-05-20;Entrada por Compra;DOC-76827;Almacen Central;0;33;-33;1772,599785639272;1063,5598713835632;1772,599785639272;1,8299944386198597;58495,79292609598;5;2
CPE-00122;CAJA DE PASE 650X250X100MM CIEGA (F.G. 1.20);2021-05-20;Venta Tienda Sin Doc;DOC-94596;Almacen Central;0;44;-44;1413,5543425073597;848,1326055044158;1413,5543425073597;7,673289105629654;62196,39107032383;5;2
CJBAME-00169;CAJA BANCO MEDIDOR 1500X300X250MM CIEGA (F.G. 1.20);2021-05-20;Salida por Consumo;DOC-39619;Almacen Punto de Venta 2;0;10;-10;10,999393295734492;6,599635977440696;10,999393295734492;4,2299859502877;109,99393295734492;5;2
ABZ-00016;"ABRAZADERA UNISTRUT  1 1/2"" EMT - RIGID";2021-05-21;Guia de remision - R;DOC-40074;Almacen Central;31;0;31;3507,772972950577;2104,663783770346;3507,772972950577;4,651140498651925;108740,96216146788;5;2
CPE-00191;CAJA DE PASE 150X150X120MM CIEGA (F. G. 1.50);2021-05-21;Salida por Consumo;DOC-76575;Almacen Punto de Venta 2;0;30;-30;1009,0502138972685;605,4301283383611;1009,0502138972685;5,573232393439877;30271,506416918055;5;2
GA-00037;GABINETE ADOSABLE 400X300X200MM HCO ESP (F. G. 1.50);2021-05-21;Entrada por Producci;DOC-26531;Almacen Central;8;0;8;750,9568230790924;450,5740938474554;750,9568230790924;7,808760220130759;6007,654584632739;5;2
TPBC-00003;TAPA BISELADA CIEGA PINTADA 200X200MM (F.G. 0.90);2021-05-22;Venta Tienda Sin Doc;DOC-54566;Almacen Punto de Venta 2;41;0;41;3050,983688584599;1830,5902131507594;3050,983688584599;6,282756902866065;125090,33123196855;5;2
CR-00058;CURVA VERT. EXTERNA 150X100MM (F.G. 1.50);2021-05-22;Venta Tienda Sin Doc;DOC-48505;Almacen Punto de Venta 2;0;11;-11;2776,5739503621758;1665,9443702173055;2776,5739503621758;9,19393467299584;30542,313453983934;5;2
COC-00027;"CONECTOR  RECTO HUB  2""";2021-05-22;Entrada por Producci;DOC-94093;Almacen Central;42;0;42;3424,72441328684;2054,834647972104;3424,72441328684;3,314452682809752;143838,42535804727;5;2
TPTF-00012;TAPA TELEFONICA 300X300MM (F.G. 1.20);2021-05-22;Entrada por Producci;DOC-40142;Almacen Punto de Ventas 1;0;21;-21;2386,5548407300644;1431,9329044380386;2386,5548407300644;4,435468508148625;50117,65165533135;5;2
CJBAME-00012;CAJA BANCO MEDIDOR 2200X200X110MM (F.G. 1.50);2021-05-23;Salida por Consumo;DOC-80477;Almacen Punto de Venta 2;0;22;-22;614,2866462698427;368,5719877619056;614,2866462698427;2,628100777568456;13514,306217936539;5;2
SCHU-0023;"CAJA RECT SCHUKO 100X55X50MM 1"" (F.G. 1.50)";2021-05-23;Venta Tienda Sin Doc;DOC-72590;Almacen Punto de Venta 2;0;3;-3;1737,3268655728411;1042,3961193437046;1737,3268655728411;1,1496522877370152;5211,980596718524;5;2
TV - 00013;TAPA PARA VALVULA 265X265MM (F.G. 0.90);2021-05-24;Entrada por Producci;DOC-97495;Almacen Central;0;5;-5;841,5786393040318;504,94718358241903;841,5786393040318;2,021193936002531;4207,893196520159;5;2
COC-00001;"CONECTOR EMT 20MM/ 3/4"" -UL";2021-05-24;Salida por Consumo;DOC-50404;Almacen Punto de Venta 2;0;47;-47;476,68695528560085;286,0121731713605;476,68695528560085;1,652066123853091;22404,28689842324;5;2
GA-00007;GABINETE ADOSABLE 300X300X150MM  ESP (F. G.1.50);2021-05-25;Entrada por Producci;DOC-16004;Almacen Central;23;0;23;290,8239976077421;174,49439856464525;290,8239976077421;8,481630242706474;6688,951944978068;5;2
GECI-00021;GAB CONTRA INCEN ADOSAR 800X700X200MM (F.G. 1.50);2021-05-25;Entrada por Producci;DOC-19977;Almacen Punto de Ventas 1;0;35;-35;493,581084103404;296,1486504620424;493,581084103404;9,683420453916442;17275,33794361914;5;2
COC-00019;"CONECTOR HERMETICO CURVO 20MM/ 3/4"" LIQUID TIGHT";2021-05-25;Entrada por Compra;DOC-81710;Almacen Punto de Venta 2;0;38;-38;1417,6745036417915;850,6047021850749;1417,6745036417915;4,406998777279084;53871,631138388075;5;2
CR-00112;CURVA VERT. EXTERNA 90° RANU 250X100MM C/TAPA (F.G. 1.20);2021-05-26;Entrada por Compra;DOC-34717;Almacen Punto de Ventas 1;38;0;38;1132,4661251986597;679,4796751191958;1132,4661251986597;1,0920771683089803;43033,71275754907;5;2
CPE-00333;CAJA DE PASE 650X650X200MM CIEGA (F. G. 1.50);2021-05-26;Entrada por Compra;DOC-88921;Almacen Punto de Ventas 1;0;30;-30;912,8600846449497;547,7160507869697;912,8600846449497;8,400944020620132;27385,80253934849;5;2
'86;TAPA CIEGA 100X100MM (F.G.0.75);2021-05-26;Venta Tienda Sin Doc;DOC-35811;Almacen Punto de Venta 2;0;12;-12;2579,968183352637;1547,9809100115822;2579,968183352637;7,638676202371558;30959,618200231642;5;2
CR-00127;CURVA VERT. EXTERNA 90° ESCAL. 200X80MM C/TAPA (F.G. 1.50);2021-05-27;Guia de remision - R;DOC-80703;Almacen Central;0;48;-48;2780,713894156378;1668,4283364938267;2780,713894156378;9,436347459575332;133474,26691950613;5;2
CPE-00268;CAJA DE PASE 350X350X200MM CIEGA (F. G. 0.75);2021-05-27;Venta Tienda Sin Doc;DOC-77119;Almacen Punto de Venta 2;0;16;-16;378,9273366347264;227,3564019808358;378,9273366347264;2,1702678425757096;6062,837386155622;5;2
TBPC-00005;TAPA PARA CURVA VERTICAL INTERIOR DE 90° 600MM (F.G. 1.50);2021-05-27;Entrada por Producci;DOC-34622;Almacen Punto de Venta 2;0;22;-22;983,2031378623878;589,9218827174327;983,2031378623878;9,69964263148103;21630,469032972534;5;2
BANR-00008;BANDEJA RANURADA 200X100X2400MM S/TAPA (F.G. 1.50);2021-05-28;Entrada por Compra;DOC-29353;Almacen Punto de Venta 2;0;48;-48;4759,10952867676;2855,465717206056;4759,10952867676;5,675010253513234;228437,25737648451;5;2
TR-00042;TEE RANURADA CON REDUCCION 600X400X300MM C/TAPA (F.G. 1.50);2021-05-28;Entrada por Compra;DOC-53832;Almacen Punto de Ventas 1;2;0;2;988,6024354527209;593,1614612716326;988,6024354527209;0,2389718920904127;1977,2048709054418;5;2
CR-00080;CURVA RANURADA 500X150MM CON TAPA (F°G°1.20);2021-05-28;Salida por Consumo;DOC-77062;Almacen Punto de Ventas 1;26;0;26;992,2856924107724;595,3714154464634;992,2856924107724;4,666499240276119;25799,428002680084;5;2
TPTEE-00004;TAPA PARA TEE 500X500X100MM (F.G. 1.50);2021-05-28;Venta Tienda Sin Doc;DOC-71984;Almacen Central;0;15;-15;368,66639126481374;221,19983475888824;368,66639126481374;1,396200765169343;5529,995868972206;5;2
GA-00022;GABINETE ADOSABLE 1000X550X150MM (F. G. 1.20);2021-05-28;Entrada por Producci;DOC-78482;Almacen Central;0;16;-16;3853,152577228312;2311,891546336987;3853,152577228312;2,093825248553501;61650,441235652994;5;2
CPE-00690;CAJA DE PASE 400X400X120MM C/H (F. G. 0.70);2021-05-29;Venta Tienda Sin Doc;DOC-62528;Almacen Central;23;0;23;4222,121441927325;2533,272865156395;4222,121441927325;8,201609318074867;97108,79316432847;5;2
UNI-00017;UNION PARA BANDEJA RANURADA 300X150MM C/P  (F.G. 1.20);2021-05-29;Guia de remision - R;DOC-86172;Almacen Punto de Ventas 1;0;20;-20;4315,822165166182;2589,493299099709;4315,822165166182;0,014817290437827424;86316,44330332363;5;2
CPE-00323;CAJA DE PASE 800X700X820MM CIEGA (F.G. 1.20);2021-05-29;Entrada por Producci;DOC-98693;Almacen Punto de Venta 2;0;33;-33;128,62122286882698;77,17273372129618;128,62122286882698;6,369330447906501;4244,500354671291;5;2
CPE-00838;CAJA DE PASE 100X100X150MM 1/2 (F.G. 1.50);2021-05-29;Salida por Consumo;DOC-95788;Almacen Punto de Venta 2;0;26;-26;1173,8213893755744;704,2928336253447;1173,8213893755744;0,6402584795311539;30519,356123764934;5;2
GA-00056;GABINETE ADOSABLE 450X250X150 HCO ESP (F.G.1.50);2021-05-29;Salida por Consumo;DOC-99704;Almacen Punto de Ventas 1;0;10;-10;388,59488338381175;233,15693003028704;388,59488338381175;7,064218468411698;3885,9488338381175;5;2
CPE-00173;CAJA DE PASE 300X300X200MM CIEGA (F. G. 1.50);2021-05-30;Venta Tienda Sin Doc;DOC-99634;Almacen Punto de Ventas 1;0;30;-30;3341,7739747883375;2005,0643848730024;3341,7739747883375;1,5015271537919561;100253,21924365012;5;2
CPE-00013;CAJA DE PASE 100X100X75MM  3/4 (F. G. 0.75).;2021-05-30;Venta Tienda Sin Doc;DOC-90607;Almacen Punto de Venta 2;0;31;-31;3852,531733244115;2311,519039946469;3852,531733244115;6,667609990800704;119428,48373056756;5;2
CPE-00039;CAJA DE PASE 150X150X70MM  3/4  (F. G. 0.90);2021-05-30;Entrada por Compra;DOC-79618;Almacen Punto de Ventas 1;0;22;-22;961,0399304209603;576,6239582525761;961,0399304209603;1,8433634168302615;21142,878469261126;5;2
TPH-00003;TAPA OCTOG  1/2 (F. G. 1.15);2021-05-30;Entrada por Compra;DOC-98784;Almacen Punto de Venta 2;0;27;-27;82,52832772095876;49,51699663257525;82,52832772095876;5,769701803831378;2228,2648484658866;5;2
CPE-00563;CAJA DE PASE 150X150X70MM 3/4 (F.G. 1.20);2021-05-31;Salida por Consumo;DOC-34631;Almacen Punto de Ventas 1;0;14;-14;4222,40164328648;2533,440985971888;4222,40164328648;8,77248706780019;59113,62300601072;5;2
CPAU-00001;CAJA PAU HORIZONTAL 300X350X60MM (F.G. 1.20);2021-05-31;Guia de remision - R;DOC-48415;Almacen Punto de Venta 2;0;38;-38;3129,040455946478;1877,4242735678865;3129,040455946478;4,466116049844967;118903,53732596616;5;2
CPE-01031;CAJA DE PASE 650X650X350MM CIEGA (F. G. 1.50);2021-05-31;Venta Tienda Sin Doc;DOC-53383;Almacen Central;0;35;-35;3870,0976132627898;2322,058567957674;3870,0976132627898;9,714423045404066;135453,41646419765;5;2
CPE-00445;CAJA DE PASE 400X200X200 MM (F.G. 0.90).;2021-06-01;Venta Tienda Sin Doc;DOC-45119;Almacen Punto de Venta 2;0;23;-23;458,1806164868429;274,9083698921057;458,1806164868429;0,14955187248350543;10538,154179197387;6;2
CPE-00502;CAJA DE PASE 1050x200x250mm (F.G. 1.20);2021-06-01;Guia de remision - R;DOC-35878;Almacen Central;0;33;-33;4489,01335475651;2693,408012853906;4489,01335475651;7,4169781597558355;148137,44070696484;6;2
CPEH-00042;CAJA DE PASE 300X300X150MM HERMETICA (F.G. 0.90);2021-06-01;Entrada por Compra;DOC-54305;Almacen Central;12;0;12;1873,5919471233008;1124,1551682739805;1873,5919471233008;5,109662979849729;22483,10336547961;6;2
CPE-00167;CAJA DE PASE 700X700X150MM (F. G. 1.20);2021-06-02;Venta Tienda Sin Doc;DOC-99305;Almacen Punto de Ventas 1;37;0;37;1248,7649410443726;749,2589646266235;1248,7649410443726;9,580162459708319;46204,30281864179;6;2
CPE-00353;CAJA DE PASE 100X100X40MM 3/4 (F. G. 1.20).;2021-06-02;Entrada por Producci;DOC-40165;Almacen Central;0;10;-10;3857,31214050364;2314,387284302184;3857,31214050364;1,5547038576174732;38573,1214050364;6;2
CPE-01002;CAJA DE PASE 300X300X100MM CIEGA (F.G. 2.00).;2021-06-02;Entrada por Compra;DOC-89894;Almacen Central;0;22;-22;4541,110618056278;2724,666370833767;4541,110618056278;2,2363947229255166;99904,43359723812;6;2
CR-00101;CURVA HORIZONTAL 90° RANU 500X100MM C/TAPA (F.G. 2.00);2021-06-02;Salida por Consumo;DOC-46739;Almacen Punto de Venta 2;0;9;-9;3862,5817575514952;2317,549054530897;3862,5817575514952;5,354410637499274;34763,235817963454;6;2
CPE-00417;CAJA DE PASE 350X150X75MM (F.G. 1.50);2021-06-02;Entrada por Compra;DOC-67367;Almacen Central;0;23;-23;1481,4862747069449;888,8917648241669;1481,4862747069449;3,4933929086265314;34074,18431825973;6;2
TUCA-00012;TUERCA BUSHING 25MM/  1;2021-06-03;Guia de remision - R;DOC-48542;Almacen Central;0;4;-4;1936,9285522113432;1162,157131326806;1936,9285522113432;6,38764267998639;7747,714208845373;6;2
GECI-00005;GAB CONTRA INCEN ADOSAR 800X590X200MM (F.G. 1.20);2021-06-03;Venta Tienda Sin Doc;DOC-32764;Almacen Central;0;10;-10;1176,9782757205212;706,1869654323127;1176,9782757205212;8,102087019300741;11769,782757205212;6;2
GA-00078;GABINETE ADOSABLE 450X350X180MM CIEGO (F.G. 1.20);2021-06-03;Venta Tienda Sin Doc;DOC-31011;Almacen Punto de Venta 2;0;19;-19;2587,3396327626997;1552,4037796576197;2587,3396327626997;9,253073510130841;49159,453022491296;6;2
GA-00048;GABINETE ADOSABLE 255X250X150 CIEGA (F.G.1.20);2021-06-03;Guia de remision - R;DOC-38010;Almacen Central;0;7;-7;995,0756147834109;597,0453688700464;995,0756147834109;1,69624695706738;6965,529303483876;6;2
BROC-00004;BROCA SDS PLUS 3/4 X 210;2021-06-04;Salida por Consumo;DOC-70984;Almacen Central;0;3;-3;4749,970555331626;2849,9823331989755;4749,970555331626;3,0410771423149985;14249,911665994878;6;2
CPE-00726;CAJA DE PASE 800X500X250MM CIEGA (F.G. 1.50);2021-06-04;Entrada por Compra;DOC-53660;Almacen Punto de Venta 2;10;0;10;1256,099536044184;753,6597216265104;1256,099536044184;1,1046023083151246;12560,99536044184;6;2
CPE-00206;CAJA DE PASE 600X900X300MM CIEGA (F. G. 1.20);2021-06-05;Venta Tienda Sin Doc;DOC-52266;Almacen Punto de Ventas 1;0;32;-32;366,0790006112311;219,64740036673865;366,0790006112311;3,3736401872055977;11714,528019559395;6;2
CPE-00081;CAJA DE PASE 250X250X120MM (F. G. 0.90);2021-06-05;Guia de remision - R;DOC-92969;Almacen Punto de Venta 2;0;12;-12;3132,258991276848;1879,3553947661087;3132,258991276848;1,5769442789091548;37587,10789532217;6;2
CPE-00947;"CAJA DE PASE 150X150X75MM 2"" (F. G. 0.75)";2021-06-06;Salida por Consumo;DOC-15278;Almacen Central;0;23;-23;4794,86126627931;2876,916759767586;4794,86126627931;0,5432414203952107;110281,80912442414;6;2
TP-0011;TAPA  CIEGA 2210X200MM (F.G.1.50);2021-06-06;Salida por Consumo;DOC-65930;Almacen Punto de Venta 2;0;25;-25;3342,3026054025145;2005,3815632415085;3342,3026054025145;7,905729810659203;83557,56513506286;6;2
RG-00001;CAJA DE REGISTRO PARA POZO TIERRA;2021-06-07;Entrada por Compra;DOC-31920;Almacen Central;0;42;-42;3269,588188990843;1961,7529133945056;3269,588188990843;3,440547912641476;137322,70393761538;6;2
CP-00065;CAJA DE PASE 400X400X100MM (F.G. 0.90);2021-06-07;Entrada por Compra;DOC-93510;Almacen Punto de Ventas 1;0;32;-32;138,82198747770693;83,29319248662415;138,82198747770693;9,644777423421168;4442,303599286622;6;2
REDUC-00005;REDUCCION DE 800 A 300 X 100MM (F°G° 1.50);2021-06-08;Venta Tienda Sin Doc;DOC-62831;Almacen Central;0;22;-22;2138,6966953590354;1283,2180172154212;2138,6966953590354;1,9777211611347034;47051,32729789878;6;2
TV - 00010;TAPA PARA VALVULA 390X295MM (F.G. 0.90);2021-06-08;Entrada por Compra;DOC-80126;Almacen Punto de Venta 2;0;33;-33;2974,0671689939686;1784,440301396381;2974,0671689939686;7,332836666819565;98144,21657680096;6;2
T-00001;TIERRA CHACRA;2021-06-08;Venta Tienda Sin Doc;DOC-28795;Almacen Punto de Ventas 1;18;0;18;1073,2517541849093;643,9510525109455;1073,2517541849093;9,34396747716854;19318,531575328365;6;2
CPE-00017;CAJA DE PASE 100X100X75MM  3/4 (F. G. 1.50);2021-06-09;Entrada por Compra;DOC-83291;Almacen Punto de Ventas 1;0;17;-17;4893,788572257097;2936,273143354258;4893,788572257097;9,869035426837033;83194,40572837065;6;2
TPC-00017;TAPA CUADRADA GANG CIEGA 100X100MM (F.G 0.70);2021-06-09;Venta Tienda Sin Doc;DOC-91305;Almacen Punto de Venta 2;0;39;-39;4585,150394652344;2751,0902367914064;4585,150394652344;6,535994610019769;178820,86539144145;6;2
TPC-00009;TAPA CIEGA RECT. (F. G. 1.20);2021-06-09;Salida por Consumo;DOC-94732;Almacen Punto de Venta 2;0;46;-46;3002,458026734035;1801,4748160404208;3002,458026734035;0,04720206551529049;138113,0692297656;6;2
'33;CAJA DE PASE  400X150X150MM   (F.G. 1.20);2021-06-09;Salida por Consumo;DOC-39790;Almacen Punto de Ventas 1;0;27;-27;3182,334665489984;1909,4007992939905;3182,334665489984;1,0411867748467796;85923,03596822957;6;2
'62;CAJA DE PASE ELECTRICA 3990X245X200MM (F.G.1.50);2021-06-10;Entrada por Compra;DOC-10192;Almacen Punto de Venta 2;0;50;-50;1001,7281161844224;601,0368697106535;1001,7281161844224;2,9867043148046;50086,40580922112;6;2
CPE-00019;CAJA DE PASE 100X100X75MM 1 (F. G. 1.50);2021-06-10;Entrada por Producci;DOC-55934;Almacen Punto de Venta 2;0;33;-33;2042,9132479682205;1225,7479487809323;2042,9132479682205;0,07828329598090877;67416,13718295128;6;2
COLG-00001;COLGADORES 2 TIPO GOTA;2021-06-11;Venta Tienda Sin Doc;DOC-65802;Almacen Central;0;7;-7;4697,993262438597;2818,795957463158;4697,993262438597;0,555014170041408;32885,95283707018;6;2
CPE-01094;CAJA DE PASE 100X100X100MM (F.G. 0.75);2021-06-11;Entrada por Compra;DOC-85848;Almacen Punto de Venta 2;0;47;-47;2635,429192509475;1581,257515505685;2635,429192509475;5,221687636029634;123865,17204794532;6;2
TR-00029;TEE ESCALERILLA CON REDUCCION 800X800X400MM C/TAPA (F.G. 1.50);2021-06-12;Guia de remision - R;DOC-84568;Almacen Central;0;19;-19;1953,5504675455084;1172,1302805273049;1953,5504675455084;4,709288310954526;37117,458883364656;6;2
CPE-00730;CAJA DE PASE 200X200X200MM CIEGA (F. G. 0.75).	;2021-06-12;Guia de remision - R;DOC-24575;Almacen Punto de Venta 2;0;24;-24;80,0869032685355;48,05214196112129;80,0869032685355;4,31604808622639;1922,085678444852;6;2
REDUC-00011;REDUCCION DE 600 A 500MM (F°G° 1.50);2021-06-13;Guia de remision - R;DOC-14635;Almacen Punto de Venta 2;0;35;-35;3190,183162452231;1914,1098974713386;3190,183162452231;3,9012621272324455;111656,41068582809;6;2
'98;TAPA CIEGA 170X170MM (F.G.0.75);2021-06-13;Salida por Consumo;DOC-96047;Almacen Punto de Ventas 1;27;0;27;4031,3781493760916;2418,826889625655;4031,3781493760916;9,615042919784798;108847,21003315448;6;2
TABA-00020;TABLERO ADOSABLE HERMETICO 400X300X150MM (F.G.1.50) NACIONAL;2021-06-13;Salida por Consumo;DOC-22920;Almacen Punto de Ventas 1;0;2;-2;2905,5302862921158;1743,3181717752693;2905,5302862921158;0,40804591448785343;5811,0605725842315;6;2
CPE-00292;CAJA DE PASE 450X250X200MM (F.G. 1.50);2021-06-13;Salida por Consumo;DOC-53361;Almacen Punto de Ventas 1;27;0;27;261,7545936779717;157,05275620678302;261,7545936779717;9,21033938938114;7067,374029305235;6;2
COC-00001;"CONECTOR EMT 20MM/ 3/4"" -UL";2021-06-13;Venta Tienda Sin Doc;DOC-15654;Almacen Central;0;40;-40;4429,925403594652;2657,9552421567914;4429,925403594652;3,015600642226939;177197,01614378608;6;2
TBC-00034;"TUBERIA CONDUIT IMC 100MM/ 4"" X 3MTS-UL PESADO";2021-06-14;Guia de remision - R;DOC-30556;Almacen Punto de Venta 2;0;12;-12;1604,582734080012;962,7496404480071;1604,582734080012;8,56761670222396;19254,992808960145;6;2
CP-00067;CAJA DE PASE 400X400X100MM 3/4 (F.G. 0.75);2021-06-14;Venta Tienda Sin Doc;DOC-82509;Almacen Punto de Venta 2;0;48;-48;3497,4447165044176;2098,4668299026503;3497,4447165044176;1,0535041889591468;167877,34639221203;6;2
CPE-01062;CAJA DE PASE 150X150X70MM (F.G. 1.50);2021-06-15;Venta Tienda Sin Doc;DOC-26793;Almacen Punto de Venta 2;0;23;-23;343,3734089268464;206,02404535610785;343,3734089268464;2,186086911150734;7897,588405317468;6;2
TP-0004;TAPA CIEGA 350X350MM (F.G. 0.75);2021-06-15;Entrada por Compra;DOC-57811;Almacen Punto de Ventas 1;0;48;-48;680,4592335885517;408,275540153131;680,4592335885517;7,383266037642345;32662,04321225048;6;2
'13;GUANTE DE POLIESTER;2021-06-15;Guia de remision - R;DOC-52202;Almacen Central;0;36;-36;4462,924123857557;2677,754474314534;4462,924123857557;3,719087658660417;160665,26845887204;6;2
CPHI-00001;CAJA DE PASE 100X100X50MM HERMETICA  IMPORT;2021-06-16;Guia de remision - R;DOC-95380;Almacen Punto de Venta 2;43;0;43;3513,338190811532;2108,002914486919;3513,338190811532;0,41427413393892665;151073,54220489587;6;2
UNC-00006;"UNION EMT 100MM/ 4"" -UL";2021-06-16;Salida por Consumo;DOC-31513;Almacen Punto de Ventas 1;0;10;-10;2392,6362656676974;1435,5817594006185;2392,6362656676974;0,26536157420577466;23926,362656676974;6;2
REDUC-00007;REDUCCION DE 800 A 400 X 100MM (F°G° 1.50);2021-06-16;Entrada por Producci;DOC-57437;Almacen Punto de Ventas 1;35;0;35;3306,1585404681746;1983,6951242809046;3306,1585404681746;8,086159850340916;115715,5489163861;6;2
CPEH-00056;CAJA DE PASE 600X600X150MM HERMETICA (F.G. 1.20);2021-06-17;Venta Tienda Sin Doc;DOC-71056;Almacen Punto de Venta 2;0;30;-30;2930,9474370254616;1758,568462215277;2930,9474370254616;8,658351841080227;87928,42311076385;6;2
TPTB-00002;TAPA TABLERO ADOSABLE 1100X700MM (F.G. 1.20);2021-06-17;Entrada por Producci;DOC-98880;Almacen Central;0;24;-24;2311,781830668511;1387,0690984011064;2311,781830668511;1,1916320278530546;55482,763936044255;6;2
CPE-00166;CAJA DE PASE 600X600X150MM (F. G. 1.20);2021-06-17;Venta Tienda Sin Doc;DOC-31594;Almacen Central;0;26;-26;2475,940632522984;1485,5643795137903;2475,940632522984;8,410167976474899;64374,45644559758;6;2
TBC-00017;TUBERIA CONDUIT FLEXIBLE LIVIANO 32MM 1 1/4;2021-06-17;Salida por Consumo;DOC-32430;Almacen Punto de Venta 2;0;16;-16;4892,530190038412;2935,518114023047;4892,530190038412;9,156149314903072;78280,48304061459;6;2
